ID,REVIEWS_AVG,REVIEWS_TOTAL,SALESRANK
154892,5.0,461.0,8910.0
154901,4.5,126.0,2533.0
154918,3.5,1154.0,12447.0
154965,4.5,921.0,249169.0
154971,4.5,165.0,524523.0
154988,4.0,241.0,108691.0
155015,4.5,350.0,211560.0
155020,4.5,123.0,2129.0
155024,4.0,334.0,39035.0
155050,4.5,303.0,1603946.0
155083,4.0,538.0,157716.0
155137,4.0,166.0,46345.0
155150,4.0,482.0,593989.0
155165,4.0,101.0,26871.0
155244,3.5,360.0,14543.0
155249,4.0,250.0,13648.0
155251,4.0,250.0,1446.0
155255,3.5,266.0,246635.0
155277,3.0,190.0,8061.0
155283,4.0,282.0,19225.0
155374,4.0,606.0,134682.0
155536,3.5,239.0,22663.0
155558,4.5,342.0,1447.0
155590,3.5,122.0,15436.0
155596,4.0,101.0,3817.0
155604,4.5,143.0,2733.0
155621,3.5,639.0,2697.0
155622,4.0,371.0,734.0
155625,4.5,173.0,6494.0
155628,4.5,107.0,1805011.0
155752,4.5,165.0,31746.0
155860,3.0,119.0,123177.0
155910,4.5,101.0,252684.0
156053,4.5,157.0,3605.0
156056,3.5,280.0,36912.0
156058,3.5,280.0,42103.0
156060,3.5,280.0,9352.0
156062,3.5,280.0,17212.0
156063,3.5,280.0,46931.0
156067,4.5,285.0,303145.0
156197,4.0,237.0,700401.0
156235,5.0,270.0,27409.0
156267,3.5,248.0,54789.0
156414,3.5,107.0,703311.0
156467,4.0,186.0,2800303.0
156483,4.0,145.0,1024100.0
156631,4.5,924.0,661.0
156633,4.5,924.0,236886.0
156660,4.0,472.0,13655.0
156662,4.5,258.0,124825.0
156705,4.0,111.0,123786.0
156732,4.5,166.0,1764.0
156771,4.0,104.0,2589.0
156797,3.5,149.0,9396.0
156949,2.0,592.0,92526.0
156959,4.5,426.0,860.0
156962,4.5,201.0,4842.0
156992,4.0,105.0,34984.0
157046,4.5,398.0,402491.0
157103,4.0,116.0,21580.0
157109,4.0,148.0,1695.0
157118,3.0,116.0,537246.0
157124,3.5,174.0,130887.0
157154,4.0,133.0,472401.0
157156,4.5,817.0,112715.0
157228,3.5,152.0,12888.0
157234,4.0,167.0,1237745.0
157237,4.0,213.0,117157.0
157247,4.5,111.0,3367.0
157249,3.5,161.0,6851.0
157250,4.5,157.0,10074.0
157293,4.0,753.0,25727.0
157295,4.0,753.0,767.0
157299,4.5,329.0,25536.0
157323,3.5,350.0,26422.0
157332,4.5,333.0,679074.0
157376,4.0,111.0,212102.0
157382,4.0,144.0,22349.0
157392,4.5,380.0,1064498.0
157441,3.0,114.0,124959.0
157448,4.5,134.0,9436.0
157475,4.5,209.0,16006.0
157504,4.5,104.0,12636.0
157619,3.5,121.0,8893.0
157626,4.0,233.0,49848.0
157684,4.5,121.0,8259.0
157787,4.0,313.0,9381.0
157905,4.0,456.0,801676.0
157920,5.0,601.0,33867.0
157965,4.5,961.0,138100.0
157974,5.0,116.0,1750.0
157977,3.5,141.0,125082.0
158009,4.0,227.0,1615502.0
158022,4.5,396.0,4122.0
158130,3.5,334.0,19383.0
158138,4.0,934.0,300057.0
158147,4.0,408.0,195.0
158155,4.0,118.0,201199.0
158164,4.5,145.0,2249.0
158180,4.5,313.0,411846.0
158200,4.0,114.0,7021.0
158205,4.5,117.0,1535.0
158223,3.5,164.0,4763.0
158226,4.5,115.0,3022.0
158227,4.5,236.0,12396.0
158240,3.0,260.0,38780.0
158257,3.0,514.0,1225.0
158326,4.0,274.0,1084.0
158368,3.5,185.0,41836.0
158380,4.5,139.0,39635.0
158389,3.5,167.0,745561.0
158456,3.5,221.0,19119.0
158459,5.0,164.0,18498.0
158494,4.5,127.0,40803.0
158518,4.0,244.0,135158.0
158526,4.5,212.0,1181068.0
158548,3.5,282.0,6135.0
158561,4.0,120.0,2548.0
158568,4.5,179.0,573125.0
158574,4.0,367.0,36114.0
158586,4.5,330.0,1599.0
158670,4.0,215.0,60471.0
158671,4.5,146.0,57056.0
158697,4.5,107.0,17594.0
158783,4.5,140.0,6039.0
158839,4.0,162.0,542793.0
158894,4.5,2617.0,301669.0
159024,4.0,147.0,19136.0
159052,4.5,129.0,116704.0
159129,4.5,146.0,27213.0
159222,4.0,142.0,1382.0
159321,4.5,138.0,615614.0
159326,3.0,139.0,5313.0
159367,5.0,104.0,59329.0
159409,4.5,141.0,2432.0
159454,3.5,107.0,14910.0
159507,4.5,105.0,196504.0
159510,4.5,140.0,18071.0
159549,4.0,122.0,130003.0
159558,4.0,184.0,555124.0
159605,4.5,115.0,1563.0
159697,4.0,119.0,4105.0
159704,4.5,212.0,4602.0
159787,4.0,141.0,487517.0
159844,4.5,239.0,26705.0
159861,3.0,263.0,33524.0
159926,4.0,157.0,12340.0
159930,4.0,131.0,9528.0
160149,3.5,114.0,102543.0
160151,4.5,147.0,31670.0
160178,4.0,1292.0,155195.0
160309,3.5,105.0,10157.0
160312,4.5,180.0,273928.0
160322,3.5,223.0,90997.0
160366,3.0,110.0,3894.0
160416,4.0,126.0,333924.0
160429,4.5,234.0,145601.0
160441,4.5,157.0,274047.0
160442,4.0,142.0,350970.0
160463,4.5,168.0,2999.0
160468,4.5,116.0,6886.0
160494,4.0,582.0,12556.0
160521,4.0,814.0,12446.0
160567,4.5,102.0,37269.0
160635,4.0,253.0,468847.0
160699,3.5,204.0,434864.0
160758,4.5,199.0,6851.0
160762,4.0,489.0,292228.0
160847,4.0,144.0,36921.0
160912,4.0,137.0,15260.0
160922,4.5,205.0,129135.0
160942,4.5,118.0,670677.0
161077,4.5,101.0,55132.0
161100,4.5,110.0,1662.0
161108,4.0,146.0,249342.0
161151,5.0,262.0,228.0
161182,3.5,210.0,719747.0
161194,4.5,223.0,4970.0
161226,5.0,161.0,4814.0
161228,4.5,330.0,17.0
161318,4.5,104.0,20161.0
161394,4.5,175.0,653426.0
161459,4.5,146.0,29554.0
161495,4.0,226.0,2010.0
161547,4.0,142.0,602783.0
161579,4.5,617.0,38354.0
161698,3.5,136.0,23778.0
161744,5.0,256.0,34229.0
161746,4.5,130.0,8176.0
161752,4.5,208.0,1575.0
161754,3.5,223.0,401.0
161756,4.5,123.0,28113.0
161905,4.0,430.0,868302.0
161906,4.0,770.0,3429.0
161933,4.5,202.0,4273.0
161941,4.5,192.0,488067.0
161948,3.5,157.0,206316.0
161987,3.5,110.0,14679.0
162048,4.5,175.0,23470.0
162090,4.0,169.0,782744.0
162189,4.5,111.0,2595.0
162254,4.5,208.0,9703.0
162259,4.5,117.0,19193.0
162282,4.0,1637.0,37.0
162287,4.0,267.0,95670.0
162293,5.0,115.0,46403.0
162305,3.5,169.0,2113.0
162307,3.5,169.0,7639.0
162310,3.5,363.0,3756.0
162357,4.5,367.0,8249.0
162364,4.5,371.0,11359.0
162382,4.0,712.0,111153.0
162426,4.5,187.0,667085.0
162434,3.5,104.0,283452.0
162597,3.5,1069.0,262079.0
162653,4.5,219.0,1174293.0
162673,4.0,138.0,135848.0
162706,3.0,260.0,56486.0
162755,4.0,102.0,942781.0
162935,3.5,121.0,52284.0
162973,4.0,161.0,487294.0
163201,4.0,102.0,34551.0
163231,3.5,165.0,9058.0
163262,5.0,319.0,336.0
163347,3.5,381.0,383715.0
163350,3.5,147.0,985.0
163459,4.5,185.0,1725.0
163505,3.0,170.0,422559.0
163507,4.0,182.0,31998.0
163690,3.5,452.0,165053.0
163733,4.0,114.0,6473.0
163849,4.5,220.0,203.0
163868,5.0,387.0,231139.0
163933,4.5,231.0,800744.0
163957,3.0,259.0,9623.0
163982,4.0,132.0,12432.0
163983,4.5,144.0,2755.0
163989,4.5,840.0,9181.0
164037,4.5,253.0,417517.0
164039,4.5,253.0,586.0
164048,4.5,308.0,350440.0
164050,3.5,287.0,26107.0
164056,4.0,539.0,43734.0
164058,4.0,539.0,16615.0
164066,4.5,236.0,343.0
164146,4.5,230.0,465.0
164224,4.5,483.0,1728.0
164241,4.0,131.0,4324.0
164244,4.5,149.0,32374.0
164335,3.5,450.0,3939.0
164372,4.0,166.0,217046.0
164394,4.0,794.0,395.0
164514,4.0,141.0,70546.0
164580,4.0,144.0,2544.0
164625,4.5,125.0,4463.0
164662,4.5,109.0,10439.0
164665,4.0,172.0,3053.0
164701,3.5,107.0,90609.0
164844,3.5,165.0,23329.0
164876,4.5,108.0,10642.0
164960,4.0,583.0,4930.0
164990,4.5,349.0,810.0
165012,4.5,616.0,517.0
165023,5.0,131.0,5740.0
165025,4.5,270.0,3481.0
165064,4.5,176.0,1585844.0
165158,4.5,127.0,9065.0
165172,4.5,180.0,1680.0
165183,4.5,260.0,116808.0
165202,3.5,359.0,659992.0
165257,4.0,157.0,147116.0
165349,4.5,133.0,45658.0
165422,4.0,332.0,34819.0
165436,4.5,107.0,8791.0
165456,4.5,109.0,148246.0
165461,4.0,161.0,2262.0
165540,4.0,1855.0,1983.0
165577,4.5,202.0,6861.0
165599,4.5,114.0,4290.0
165621,3.5,110.0,412267.0
165695,4.5,162.0,299749.0
165736,4.5,1086.0,538758.0
165778,4.0,111.0,5857.0
165783,4.5,142.0,304966.0
165891,5.0,164.0,2781.0
165923,4.0,176.0,569476.0
165936,4.0,118.0,328668.0
165978,3.0,110.0,4823.0
166078,4.5,126.0,19202.0
166111,3.5,122.0,171022.0
166251,4.0,206.0,35265.0
166262,4.5,266.0,644923.0
166401,4.5,222.0,3675.0
166430,4.0,164.0,2502.0
166446,4.5,562.0,529.0
166493,4.0,639.0,106005.0
166550,4.0,126.0,327547.0
166617,4.5,169.0,3576.0
166634,4.5,745.0,233.0
166650,4.0,131.0,19983.0
166694,4.5,165.0,3003.0
166696,4.5,323.0,1161.0
166700,4.5,151.0,607.0
166704,4.0,537.0,234.0
166708,4.0,190.0,1128.0
166762,4.5,381.0,470085.0
166774,4.5,370.0,3327.0
166828,3.0,331.0,4360.0
166837,5.0,192.0,691.0
166866,4.0,823.0,6788.0
166939,4.5,141.0,23058.0
166965,4.0,110.0,8288.0
167016,3.0,115.0,686531.0
167078,4.5,128.0,632.0
167096,4.0,317.0,80136.0
167106,4.5,179.0,189583.0
167127,3.0,349.0,99971.0
167160,4.5,340.0,246318.0
167175,4.5,297.0,77727.0
167230,4.5,140.0,5178.0
167253,4.5,202.0,2960.0
167288,4.0,600.0,240680.0
167304,4.5,168.0,4255.0
167319,4.5,165.0,8414.0
167343,4.0,365.0,501425.0
167369,4.5,112.0,401018.0
167377,3.5,170.0,3820.0
167384,4.5,1695.0,99571.0
167434,3.5,206.0,1093574.0
167457,4.0,340.0,77571.0
167567,4.5,233.0,4111.0
167760,4.5,109.0,3069.0
167791,3.5,244.0,6491.0
167889,4.5,108.0,3382.0
167936,5.0,191.0,36704.0
167989,4.5,174.0,380665.0
168084,4.0,110.0,235877.0
168100,4.5,298.0,17669.0
168118,4.5,302.0,383348.0
168126,3.0,137.0,8443.0
168131,3.0,187.0,10935.0
168137,4.5,132.0,156493.0
168143,4.5,246.0,3184.0
168154,4.5,147.0,621.0
168175,4.0,200.0,6644.0
168271,3.5,112.0,61765.0
168306,4.5,826.0,919.0
168339,4.5,258.0,10138.0
168430,4.5,145.0,13681.0
168515,5.0,309.0,2253.0
168529,4.0,178.0,8902.0
168531,4.5,247.0,6638.0
168609,4.5,161.0,1266.0
168631,5.0,240.0,85965.0
168658,4.0,245.0,1101.0
168698,4.5,303.0,200821.0
168719,3.5,116.0,87036.0
168884,4.0,224.0,61883.0
168891,4.5,162.0,22450.0
168908,4.0,221.0,8672.0
168947,4.0,447.0,1550.0
168952,4.0,114.0,41614.0
169001,4.5,407.0,321284.0
169028,4.5,116.0,20607.0
169154,4.5,216.0,3815.0
169168,4.5,116.0,4301.0
169222,4.0,292.0,213390.0
169227,4.5,277.0,275765.0
169234,4.5,105.0,29075.0
169236,4.0,123.0,39988.0
169245,4.5,141.0,1088735.0
169276,4.5,105.0,142004.0
169281,4.5,255.0,11820.0
169352,4.5,117.0,68194.0
169376,4.0,464.0,8370.0
169465,4.5,284.0,81136.0
169467,4.5,224.0,1188.0
169490,4.0,221.0,410246.0
169535,4.0,249.0,26216.0
169563,4.5,129.0,18480.0
169564,3.0,200.0,2739.0
169565,4.5,443.0,4508.0
169569,3.5,168.0,11540.0
169632,4.0,176.0,1231151.0
169661,3.5,104.0,71355.0
169663,4.0,261.0,209252.0
169742,4.5,301.0,7206.0
169805,4.5,212.0,352128.0
169809,4.5,217.0,44464.0
169825,4.5,294.0,58671.0
169873,4.0,135.0,5908.0
169874,4.5,136.0,6393.0
169877,3.5,125.0,283844.0
169881,4.5,169.0,187326.0
169895,4.0,170.0,1848.0
169915,3.0,115.0,391861.0
169955,4.0,102.0,273699.0
169965,3.5,376.0,237270.0
169967,4.0,295.0,676690.0
170020,4.5,230.0,385539.0
170065,4.5,108.0,410551.0
170089,4.5,414.0,7248.0
170115,2.5,115.0,29244.0
170181,3.5,210.0,571520.0
170185,4.5,354.0,34501.0
170230,4.5,110.0,3278.0
170238,3.5,121.0,390536.0
170310,4.5,142.0,17400.0
170332,4.5,105.0,1025118.0
170341,4.5,636.0,230859.0
170409,4.0,237.0,4085.0
170513,4.5,185.0,7400.0
170514,3.0,226.0,23974.0
170518,3.5,246.0,63838.0
170545,4.5,263.0,162992.0
170552,4.5,302.0,4401.0
170565,4.0,381.0,2914342.0
170654,4.0,271.0,222677.0
170689,4.5,259.0,403799.0
170803,4.5,350.0,1375.0
170856,3.0,209.0,76566.0
170870,4.5,162.0,3389.0
170894,4.5,246.0,2670.0
170907,4.0,156.0,2089208.0
170910,4.0,108.0,61141.0
171032,4.5,113.0,14355.0
171105,4.5,442.0,817.0
171108,3.5,253.0,139263.0
171228,4.5,509.0,36908.0
171251,3.0,108.0,621116.0
171258,3.0,104.0,1125410.0
171284,5.0,477.0,354.0
171298,4.5,266.0,2789.0
171374,4.5,324.0,7026.0
171420,4.0,538.0,982180.0
171436,3.5,175.0,572642.0
171450,3.0,115.0,91366.0
171455,3.0,162.0,773518.0
171456,4.0,294.0,309436.0
171502,3.5,128.0,19821.0
171527,4.0,150.0,272189.0
171600,4.0,240.0,116305.0
171606,3.5,255.0,6156.0
171632,3.5,164.0,503.0
171640,4.0,121.0,128560.0
171692,4.5,335.0,17382.0
171707,4.0,155.0,18701.0
171709,4.5,1051.0,2714.0
171721,5.0,157.0,161285.0
171748,3.0,139.0,945.0
171756,4.5,138.0,133528.0
171814,4.5,135.0,25426.0
171821,4.0,189.0,4783.0
171879,3.5,318.0,13851.0
171881,4.0,869.0,712.0
171883,4.0,353.0,3634.0
171902,4.5,122.0,30960.0
171999,4.0,180.0,72433.0
172016,4.5,103.0,16986.0
172020,5.0,128.0,968.0
172047,3.0,218.0,138326.0
172051,3.5,390.0,896.0
172111,4.0,188.0,526352.0
172114,3.0,196.0,100276.0
172127,3.5,108.0,99195.0
172187,4.5,163.0,6628.0
172295,4.5,202.0,257576.0
172339,4.5,337.0,243657.0
172344,4.0,133.0,25174.0
172348,4.5,325.0,278097.0
172407,4.5,160.0,9077.0
172420,3.5,172.0,19163.0
172432,4.5,151.0,12208.0
172493,4.0,101.0,7283.0
172494,4.0,101.0,3718.0
172516,2.0,530.0,279727.0
172564,4.0,244.0,260144.0
172651,4.0,118.0,2368.0
172696,4.0,420.0,6227.0
172726,4.5,366.0,291.0
172839,4.0,313.0,5521.0
172851,4.5,124.0,155.0
172856,3.5,113.0,4171.0
172888,4.5,129.0,97706.0
172919,4.5,508.0,304205.0
172939,4.0,161.0,96023.0
172949,4.5,220.0,1652.0
172999,4.0,146.0,14742.0
173055,4.5,156.0,1056.0
173075,3.0,191.0,749871.0
173113,4.0,120.0,772.0
173143,5.0,273.0,3962.0
173153,4.5,364.0,121914.0
173186,4.5,131.0,558900.0
173231,4.5,260.0,1117.0
173276,3.5,221.0,418567.0
173332,4.5,209.0,18872.0
173337,2.5,209.0,235429.0
173356,4.5,264.0,9248.0
173408,5.0,258.0,182709.0
173417,4.0,114.0,373207.0
173426,2.5,137.0,344094.0
173434,2.5,1055.0,648181.0
173608,4.0,293.0,16121.0
173625,3.5,108.0,9446.0
173655,4.0,167.0,165385.0
173733,4.5,572.0,483.0
173820,4.0,973.0,140908.0
173836,4.5,187.0,551789.0
173844,4.0,199.0,44354.0
174041,3.0,245.0,96431.0
174155,4.5,323.0,880.0
174180,3.5,419.0,37015.0
174196,4.5,517.0,742354.0
174223,4.5,116.0,29111.0
174270,4.5,387.0,1191618.0
174333,4.5,176.0,9721.0
174347,4.5,484.0,1411.0
174374,4.5,108.0,952.0
174415,4.0,115.0,3097.0
174471,5.0,128.0,32422.0
174529,4.0,114.0,4567.0
174539,4.0,125.0,18941.0
174556,5.0,108.0,1380.0
174622,4.0,926.0,2206.0
174764,4.5,134.0,222199.0
174805,3.5,144.0,5638.0
174835,4.5,249.0,6582.0
174838,5.0,805.0,27270.0
174839,4.5,220.0,12033.0
174843,4.0,132.0,27870.0
174874,4.0,770.0,23554.0
174900,4.0,300.0,902274.0
174907,3.5,871.0,24569.0
174927,4.0,108.0,514234.0
174939,4.5,175.0,36598.0
174986,4.5,228.0,307251.0
174997,4.0,267.0,31705.0
175277,3.5,108.0,32449.0
175371,4.5,303.0,1446.0
175392,3.0,149.0,853.0
175457,4.5,294.0,970351.0
175558,4.5,282.0,356.0
175584,4.0,233.0,3251.0
175601,3.5,108.0,53166.0
175626,4.5,160.0,64.0
175766,3.5,180.0,897434.0
175795,3.5,144.0,15101.0
175838,4.0,354.0,9282.0
175846,4.0,392.0,612775.0
175884,4.0,266.0,641.0
175922,4.5,200.0,3820.0
175951,3.0,107.0,5462.0
175966,4.0,556.0,85137.0
176042,4.0,164.0,6145.0
176098,5.0,176.0,54080.0
176101,4.5,1460.0,486.0
176116,4.5,168.0,31981.0
176136,4.5,109.0,2805.0
176158,1.5,191.0,26028.0
176305,4.0,405.0,139.0
176396,4.5,150.0,331098.0
176449,4.0,267.0,207806.0
176459,4.5,123.0,1557.0
176484,4.5,129.0,513.0
176553,3.0,244.0,21321.0
176573,4.0,115.0,549505.0
176675,4.0,112.0,650575.0
176728,4.5,142.0,7256.0
176767,4.5,433.0,5604.0
176775,4.5,487.0,13822.0
176778,4.5,108.0,334701.0
176801,4.0,278.0,582829.0
176821,3.5,287.0,85702.0
176979,4.0,110.0,245173.0
177007,4.5,162.0,145085.0
177097,4.5,131.0,203039.0
177118,3.5,125.0,5705.0
177192,4.0,206.0,29013.0
177200,3.5,246.0,324600.0
177372,4.5,140.0,1751.0
177425,4.0,101.0,87824.0
177431,4.5,111.0,2230.0
177473,4.0,188.0,594888.0
177499,4.5,136.0,420526.0
177553,3.5,269.0,11079.0
177564,4.5,129.0,5459.0
177642,3.5,147.0,16848.0
177678,3.5,304.0,142287.0
177680,4.0,125.0,111133.0
177688,4.0,329.0,3342.0
177724,4.5,101.0,85376.0
177753,3.0,145.0,37712.0
177809,4.5,394.0,6606.0
177859,4.0,127.0,2409.0
177862,3.0,140.0,38124.0
177878,4.0,274.0,163479.0
177894,3.5,531.0,639401.0
177931,4.5,777.0,933618.0
177942,3.5,163.0,352627.0
177988,3.5,147.0,9988.0
178031,3.5,189.0,8435.0
178060,3.5,413.0,17181.0
178218,4.0,103.0,26798.0
178259,5.0,208.0,549738.0
178287,3.5,359.0,163387.0
178426,4.5,106.0,46697.0
178432,4.0,104.0,4338.0
178435,4.5,123.0,1136.0
178436,4.5,123.0,422599.0
178456,3.5,792.0,1929.0
178461,5.0,235.0,1273.0
178495,4.0,105.0,293962.0
178523,4.5,350.0,383.0
178528,4.5,332.0,229596.0
178548,5.0,2419.0,1043241.0
178683,4.5,539.0,1165.0
178724,4.5,113.0,40574.0
178747,4.5,293.0,4686.0
178752,3.5,167.0,3323.0
178845,4.5,2026.0,408709.0
178870,4.5,130.0,1647.0
179086,4.5,500.0,61365.0
179103,4.0,169.0,219313.0
179106,3.5,356.0,7881.0
179107,3.0,378.0,19002.0
179114,4.5,455.0,1648.0
179125,3.5,356.0,10215.0
179148,4.0,344.0,62959.0
179182,4.0,320.0,39045.0
179192,4.0,114.0,30562.0
179194,4.0,113.0,11277.0
179196,4.0,117.0,34249.0
179198,4.5,251.0,1414.0
179200,4.5,225.0,2175.0
179201,4.5,225.0,365502.0
179206,4.5,131.0,6945.0
179210,4.5,222.0,2744.0
179215,4.0,332.0,34920.0
179282,5.0,609.0,2903.0
179348,4.0,327.0,23798.0
179350,4.5,385.0,36820.0
179353,4.0,327.0,325768.0
179377,4.5,164.0,112356.0
179395,4.0,144.0,5836.0
179423,4.0,114.0,351458.0
179595,4.0,102.0,31583.0
179601,4.0,169.0,588.0
179609,3.5,103.0,26953.0
179613,3.0,167.0,1300.0
179640,4.5,414.0,473500.0
179679,4.5,145.0,1571799.0
179710,4.5,114.0,167251.0
179774,4.5,1173.0,4231.0
179829,4.0,191.0,261796.0
179862,4.5,126.0,3992.0
179899,4.5,165.0,194.0
179900,4.5,327.0,29759.0
179909,4.5,155.0,108084.0
180004,3.5,136.0,4023.0
180103,3.0,131.0,154841.0
180105,4.0,285.0,2111.0
180226,4.5,110.0,522402.0
180228,4.5,124.0,79696.0
180274,4.5,414.0,1161.0
180323,4.0,500.0,162.0
180337,4.0,141.0,72073.0
180344,4.5,151.0,28936.0
180355,4.5,151.0,5781.0
180412,3.5,150.0,33232.0
180463,4.0,166.0,255681.0
180480,4.0,151.0,102185.0
180485,4.0,250.0,8493.0
180520,3.0,233.0,18498.0
180559,4.0,124.0,784982.0
180576,4.5,118.0,2996.0
180579,4.5,212.0,136429.0
180591,4.5,112.0,56267.0
180625,4.5,196.0,27803.0
180650,4.0,305.0,3344.0
180677,4.0,131.0,9159.0
180770,4.0,140.0,37432.0
180887,4.5,164.0,279.0
180903,4.5,312.0,7039.0
180978,4.0,114.0,123037.0
181063,3.5,157.0,520320.0
181081,4.5,272.0,1921.0
181111,5.0,106.0,102581.0
181125,4.5,114.0,11306.0
181128,3.5,511.0,15717.0
181129,4.0,118.0,21288.0
181131,4.0,118.0,11381.0
181133,4.0,137.0,7834.0
181153,4.5,110.0,79135.0
181160,4.0,259.0,37365.0
181164,4.5,114.0,15573.0
181193,4.5,112.0,17819.0
181263,4.5,285.0,351854.0
181339,4.0,119.0,306229.0
181359,4.5,160.0,2743.0
181362,3.0,235.0,4837.0
181367,4.5,125.0,24884.0
181396,4.5,166.0,41202.0
181413,3.5,103.0,105123.0
181422,4.0,271.0,3828.0
181430,4.0,238.0,8221.0
181446,4.0,229.0,297.0
181525,4.5,158.0,2109.0
181578,4.0,225.0,386565.0
181615,4.0,113.0,179908.0
181648,4.0,114.0,2193.0
181759,4.0,102.0,765073.0
181842,4.0,195.0,392645.0
181856,4.5,364.0,5077.0
181900,4.5,189.0,5387.0
181998,4.5,161.0,222024.0
182024,4.5,220.0,4772.0
182027,4.5,243.0,4790.0
182030,3.5,531.0,5896.0
182072,4.0,102.0,476946.0
182092,4.5,121.0,20472.0
182101,4.0,187.0,4700.0
182117,4.0,196.0,164366.0
182196,4.0,126.0,679606.0
182206,3.5,147.0,31072.0
182232,4.0,730.0,41272.0
182234,3.5,104.0,316471.0
182278,4.5,232.0,44373.0
182317,4.0,396.0,38227.0
182319,4.0,551.0,2171.0
182324,4.5,118.0,120291.0
182350,3.5,114.0,59235.0
182429,4.5,132.0,30868.0
182431,4.0,103.0,220289.0
182487,3.5,285.0,799782.0
182513,4.5,654.0,353128.0
182583,4.5,718.0,44585.0
182598,4.0,172.0,30205.0
182761,4.0,176.0,180090.0
182770,4.0,193.0,8911.0
182798,4.0,583.0,274919.0
182962,4.5,133.0,4703.0
182967,4.5,266.0,28396.0
182997,4.5,230.0,460690.0
183022,4.0,238.0,145038.0
183035,4.5,221.0,450205.0
183080,4.0,159.0,319637.0
183095,4.0,268.0,28036.0
183146,4.0,105.0,7823.0
183194,4.0,157.0,23741.0
183213,4.5,104.0,37293.0
183238,4.5,108.0,22987.0
183266,3.5,363.0,19281.0
183346,3.5,381.0,4348.0
183361,3.5,206.0,9780.0
183395,4.5,107.0,26026.0
183396,4.5,107.0,31994.0
183400,3.5,126.0,10450.0
183510,3.5,248.0,10646.0
183559,4.5,212.0,638272.0
183725,3.5,514.0,19789.0
183745,4.5,204.0,49271.0
183837,4.5,700.0,5217.0
183840,4.5,700.0,14710.0
183861,4.0,208.0,399781.0
183916,4.0,117.0,512222.0
183971,4.0,287.0,60866.0
184003,4.5,187.0,20372.0
184110,4.0,464.0,390660.0
184127,5.0,146.0,40971.0
184143,4.0,127.0,4559.0
184145,4.0,159.0,30187.0
184209,4.5,260.0,453743.0
184282,4.5,191.0,237210.0
184300,4.0,106.0,374535.0
184330,4.0,275.0,203467.0
184349,3.0,276.0,52361.0
184381,4.5,626.0,412.0
184383,4.5,182.0,2350.0
184435,4.0,109.0,288.0
184444,4.5,361.0,1091.0
184458,4.0,144.0,869567.0
184486,3.5,359.0,14203.0
184525,3.0,294.0,4980.0
184637,4.5,214.0,817.0
184651,4.5,105.0,118775.0
184724,4.0,140.0,142037.0
184765,3.5,403.0,29337.0
184994,4.0,146.0,71039.0
185086,3.5,180.0,2657.0
185092,4.0,131.0,10352.0
185094,4.0,152.0,19825.0
185137,4.0,131.0,29453.0
185180,3.5,129.0,1078915.0
185233,4.5,120.0,7114.0
185263,4.0,206.0,2509.0
185265,4.0,166.0,22320.0
185267,4.5,955.0,862.0
185272,4.0,151.0,885.0
185283,4.5,128.0,1466637.0
185291,3.5,174.0,1040.0
185400,4.0,185.0,85393.0
185481,4.0,126.0,305138.0
185497,4.5,1015.0,1596.0
185522,4.5,249.0,166147.0
185540,4.5,218.0,6504.0
185549,4.0,142.0,4384.0
185587,4.5,872.0,130293.0
185653,4.0,166.0,5754.0
185660,4.5,1551.0,308852.0
185682,4.5,610.0,560229.0
185705,4.0,234.0,391605.0
185708,4.0,230.0,9237.0
185753,4.0,610.0,3334.0
185839,4.5,119.0,6334.0
185881,5.0,160.0,832.0
185964,4.0,609.0,9548.0
185997,4.0,276.0,469884.0
186041,2.0,102.0,905761.0
186237,4.0,213.0,13793.0
186297,2.5,116.0,107546.0
186301,4.5,145.0,13719.0
186311,4.5,610.0,792128.0
186355,4.5,116.0,398.0
186429,4.0,141.0,219769.0
186436,2.5,115.0,3552.0
186501,4.5,777.0,24486.0
186532,4.5,141.0,17024.0
186577,5.0,2396.0,444819.0
186646,3.5,775.0,22835.0
186679,4.0,367.0,81621.0
186767,3.5,349.0,698245.0
186809,4.5,270.0,253.0
186831,4.5,109.0,2716.0
186832,4.0,150.0,27503.0
186846,4.5,106.0,3110.0
186947,4.5,1697.0,2059.0
187195,4.5,248.0,30402.0
187202,4.5,745.0,48950.0
187206,4.5,190.0,37683.0
187236,4.0,108.0,12062.0
187249,4.5,133.0,15148.0
187263,4.0,474.0,455700.0
187303,4.0,549.0,37925.0
187320,4.0,243.0,8544.0
187322,5.0,187.0,35125.0
187360,4.5,202.0,6394.0
187390,4.0,712.0,24149.0
187407,4.5,147.0,385939.0
187497,3.5,192.0,20023.0
187540,4.5,118.0,1373.0
187559,4.5,196.0,38130.0
187689,4.0,1315.0,46.0
187704,4.0,171.0,630814.0
187746,4.5,151.0,115371.0
187841,4.0,254.0,3583.0
187853,4.5,118.0,17647.0
187867,4.0,148.0,132569.0
187968,2.5,116.0,6802.0
188015,4.5,135.0,1300.0
188035,4.0,360.0,5667.0
188113,4.0,1101.0,112885.0
188144,3.5,147.0,10077.0
188234,4.5,111.0,3888.0
188285,4.5,263.0,903.0
188288,4.5,134.0,1925.0
188513,4.5,557.0,300.0
188764,4.5,2617.0,428.0
188806,4.0,490.0,245056.0
188819,3.5,110.0,278460.0
188836,3.5,123.0,10231.0
188897,2.5,702.0,118252.0
188965,3.5,819.0,257414.0
188969,4.5,251.0,1797.0
